Category,City,Country,Customer Name,Market,Customer ID,Order Date,Year (OrderDate),Order ID,Order Priority,Product ID,Product Name,Region,Row ID,Segment,Ship Date,Ship Mode,State,Sub-Category,Discount,Profit,Quantity,Sales,Shipping Cost,Order Date - Copy,Modulo,Target Sales,Poor,Satisfactory,Good,Sales w/o decimal
Furniture,Rio de Janeiro,Brazil,Fernando Johnson,LATAM,UQ-97464,"Sunday, October 03, 2021",2021,BR-2021-466695,Critical,FUR-CH-609244,True billion fight paper treat.,South,31454,Corporate,"Tuesday, October 05, 2021",Same Day,Rio de Janeiro,Chairs,0.24,316.6822,4,701.7115,70.17,2021-10-03,0,1018.3937000000001,1018.3937000000001,1018.3937000000001,1018.3937000000001,701
Office Supplies,Yokohama,Japan,Alex Matthews,APAC,HP-88363,"Sunday, September 04, 2022",2022,JA-2022-306944,Low,OFF-ST-728818,Clearly but.,North Asia,33719,Corporate,"Sunday, September 11, 2022",Same Day,Kanagawa,Storage,0.3,-4.5081,2,347.1697,34.72,2022-09-04,0,342.66159999999996,342.66159999999996,342.66159999999996,342.66159999999996,347
Furniture,Houston,United States,Abigail Le,USCA,KF-26302,"Sunday, November 28, 2021",2021,UN-2021-181993,High,FUR-TA-710737,Bring change interest.,Central,35441,Corporate,"Tuesday, December 07, 2021",Standard Class,Texas,Tables,0.24,-15.956,2,33.3532,3.34,2021-11-28,0,17.3972,17.3972,17.3972,17.3972,33
Furniture,New York City,United States,Natasha Smith,USCA,UG-79545,"Friday, November 03, 2023",2023,UN-2023-840521,High,FUR-FU-668985,South approach add tonight really.,East,26305,Home Office,"Thursday, November 09, 2023",First Class,New York,Furnishings,0.35,-27.0272,6,189.1617,18.92,2023-11-03,0,162.1345,162.1345,162.1345,162.1345,189
Office Supplies,Bogotá,Colombia,Rachel Garcia,LATAM,AS-39312,"Monday, October 25, 2021",2021,CO-2021-204960,High,OFF-PA-801974,Real figure according.,South,11577,Home Office,"Wednesday, October 27, 2021",Same Day,Bogotá,Paper,0.23,320.2768,10,656.2947,65.63,2021-10-25,0,976.5715,976.5715,976.5715,976.5715,656
Technology,San Pedro Sula,Honduras,Alexis House,LATAM,NL-70963,"Wednesday, January 04, 2023",2023,HO-2023-617408,Low,TEC-AC-642886,Least authority but worker ok.,Central,22078,Consumer,"Thursday, January 12, 2023",Second Class,Cortés,Accessories,0.14,6.3249,1,411.7145,41.17,2023-01-04,0,418.0394,418.0394,418.0394,418.0394,411
Technology,Bogotá,Colombia,Brenda Carter,LATAM,EK-89716,"Thursday, January 23, 2025",2025,CO-2025-419347,Medium,TEC-CO-652907,Realize official final hair.,South,47801,Home Office,"Friday, January 24, 2025",First Class,Bogotá,Copiers,0.03,438.3144,4,1149.8896,114.99,2025-01-23,0,1588.204,1588.204,1588.204,1588.204,1149
Technology,Melbourne,Australia,Tammy Chavez,APAC,YT-93779,"Friday, November 03, 2023",2023,AU-2023-654278,Medium,TEC-PH-754769,Key reality follow sound.,Oceania,49807,Corporate,"Saturday, November 11, 2023",Second Class,Victoria,Phones,0.16,501.1653,3,1148.86,114.89,2023-11-03,0,1650.0252999999998,1650.0252999999998,1650.0252999999998,1650.0252999999998,1148
Office Supplies,London,United Kingdom,James Robinson,EU,QC-19764,"Monday, October 21, 2024",2024,UN-2024-955758,High,OFF-AR-366758,Contain customer least thought how.,North,12265,Consumer,"Wednesday, October 30, 2024",Same Day,England,Art,0.28,49.6709,10,705.2538,70.53,2024-10-21,0,754.9246999999999,754.9246999999999,754.9246999999999,754.9246999999999,705
Technology,Tokyo,Japan,Jessica Ortega,APAC,IL-20489,"Monday, February 27, 2023",2023,JA-2023-781170,Medium,TEC-AC-117758,Our far fast herself who.,North Asia,41054,Home Office,"Tuesday, February 28, 2023",First Class,Tokyo,Accessories,0.19,-93.5529,3,345.4653,34.55,2023-02-27,0,251.91240000000002,251.91240000000002,251.91240000000002,251.91240000000002,345
Furniture,Rio de Janeiro,Brazil,Mrs. Cheryl Garrett,LATAM,WB-34759,"Thursday, March 27, 2025",2025,BR-2025-248488,Medium,FUR-TA-210228,Wonder image room.,South,24966,Home Office,"Tuesday, April 01, 2025",First Class,Rio de Janeiro,Tables,0.3,420.4612,1,1324.8823,132.49,2025-03-27,0,1745.3435,1745.3435,1745.3435,1745.3435,1324
Office Supplies,Philadelphia,United States,Erik Fuller,USCA,UZ-68642,"Monday, November 11, 2024",2024,UN-2024-967863,Medium,OFF-AR-784404,Interest cut son.,East,10691,Home Office,"Friday, November 15, 2024",Same Day,Pennsylvania,Art,0.22,591.2084,3,1346.648,134.66,2024-11-11,0,1937.8564,1937.8564,1937.8564,1937.8564,1346
Office Supplies,Sydney,Australia,Lauren Allen,APAC,UX-94624,"Friday, June 30, 2023",2023,AU-2023-347191,Critical,OFF-PA-376064,Action body statement spring appear.,Oceania,31485,Home Office,"Sunday, July 02, 2023",Standard Class,New South Wales,Paper,0.32,-160.8843,6,975.0865,97.51,2023-06-30,0,814.2022,814.2022,814.2022,814.2022,975
Office Supplies,Tegucigalpa,Honduras,Ethan Williams,LATAM,VM-13490,"Saturday, July 05, 2025",2025,HO-2025-811878,Low,OFF-BI-484945,Local Congress open where coach.,Central,33000,Consumer,"Monday, July 07, 2025",Same Day,Francisco Morazán,Binders,0.39,-319.392,3,712.8103,71.28,2025-07-05,0,393.4183,393.4183,393.4183,393.4183,712
Technology,Aurora,United States,Christopher Watson,USCA,MV-59739,"Wednesday, April 26, 2023",2023,UN-2023-933193,Medium,TEC-AC-674563,Measure second physical.,Central,36701,Corporate,"Wednesday, May 03, 2023",Standard Class,Illinois,Accessories,0.25,-1.0886,6,1208.3867,120.84,2023-04-26,0,1207.2981,1207.2981,1207.2981,1207.2981,1208
Office Supplies,Bogotá,Colombia,John Jones,LATAM,BK-59288,"Sunday, December 15, 2024",2024,CO-2024-665822,Low,OFF-BI-150261,Peace major simple thus.,South,16873,Consumer,"Wednesday, December 25, 2024",Standard Class,Bogotá,Binders,0.03,-395.9103,6,1004.2921,100.43,2024-12-15,0,608.3818,608.3818,608.3818,608.3818,1004
Technology,Augusta,United States,Laura Perez,USCA,UP-78206,"Tuesday, January 28, 2025",2025,UN-2025-428077,Medium,TEC-AC-309456,Evening expert list.,South,46591,Corporate,"Friday, January 31, 2025",Second Class,Georgia,Accessories,0.24,93.9879,7,330.9794,33.1,2025-01-28,0,424.9673,424.9673,424.9673,424.9673,330
Technology,Medellín,Colombia,Blake Adams,LATAM,EY-82640,"Tuesday, December 31, 2024",2024,CO-2024-695292,Medium,TEC-MA-834991,Specific pick strong general energy.,South,46983,Home Office,"Wednesday, January 01, 2025",Same Day,Antioquia,Machines,0.33,160.9407,7,1383.4321,138.34,2024-12-31,0,1544.3728,1544.3728,1544.3728,1544.3728,1383
Technology,London,United Kingdom,Jennifer Hendricks,EU,NR-23015,"Tuesday, June 24, 2025",2025,UN-2025-938830,Low,TEC-AC-885984,Where full cell network.,North,26550,Home Office,"Thursday, June 26, 2025",Same Day,England,Accessories,0.15,-76.2739,2,240.5926,24.06,2025-06-24,0,164.3187,164.3187,164.3187,164.3187,240
Office Supplies,Buffalo,United States,Jeffrey Vincent,USCA,PT-45493,"Wednesday, April 02, 2025",2025,UN-2025-663343,Low,OFF-AP-420030,Much these decide data way.,East,11123,Home Office,"Monday, April 07, 2025",First Class,New York,Appliances,0.4,-723.7289,1,1471.87,147.19,2025-04-02,0,748.1410999999999,748.1410999999999,748.1410999999999,748.1410999999999,1471
Office Supplies,Orlando,United States,Tonya Hughes,USCA,NF-33506,"Tuesday, October 12, 2021",2021,UN-2021-524765,Critical,OFF-ST-146051,Painting experience.,South,40481,Home Office,"Monday, October 18, 2021",First Class,Florida,Storage,0.07,52.8314,10,184.681,18.47,2021-10-12,0,237.5124,237.5124,237.5124,237.5124,184
Technology,Ottawa,Canada,Daniel Davis,USCA,BL-59256,"Wednesday, August 17, 2022",2022,CA-2022-564639,Low,TEC-MA-166982,Involve probably she.,Canada,45061,Consumer,"Thursday, August 18, 2022",Second Class,Ontario,Machines,0.37,441.2231,3,1191.3458,119.13,2022-08-17,0,1632.5689,1632.5689,1632.5689,1632.5689,1191
Technology,Marseille,France,Kathleen Perez,EU,MJ-36537,"Monday, March 25, 2024",2024,FR-2024-156895,Critical,TEC-CO-452126,Travel leg choice.,West,37957,Corporate,"Wednesday, April 03, 2024",First Class,Provence-Alpes-Côte d'Azur,Copiers,0.36,466.49,8,1247.4024,124.74,2024-03-25,0,1713.8924,1713.8924,1713.8924,1713.8924,1247
Furniture,Marseille,France,Gerald Estrada,EU,RX-78917,"Friday, December 15, 2023",2023,FR-2023-534897,High,FUR-TA-556009,Yet ten institution development sort.,West,45024,Home Office,"Monday, December 25, 2023",Second Class,Provence-Alpes-Côte d'Azur,Tables,0.11,-452.7401,4,923.7758,92.38,2023-12-15,0,471.0357,471.0357,471.0357,471.0357,923
Office Supplies,Sydney,Australia,Mr. William Thomas,APAC,MW-10020,"Thursday, June 23, 2022",2022,AU-2022-673264,Medium,OFF-AR-999948,Well moment idea.,Oceania,33080,Consumer,"Sunday, June 26, 2022",Second Class,New South Wales,Art,0.11,-221.7009,1,1373.3362,137.33,2022-06-23,0,1151.6353,1151.6353,1151.6353,1151.6353,1373
Furniture,Tokyo,Japan,Joyce Miller,APAC,WK-49183,"Friday, September 16, 2022",2022,JA-2022-421101,Low,FUR-FU-638584,Happen cup phone.,North Asia,33428,Corporate,"Wednesday, September 21, 2022",Standard Class,Tokyo,Furnishings,0.4,-232.8427,4,866.7947,86.68,2022-09-16,0,633.952,633.952,633.952,633.952,866
Furniture,Paris,France,Brenda Cooper,EU,NB-47624,"Saturday, January 21, 2023",2023,FR-2023-823968,Medium,FUR-FU-340249,Career billion garden yet.,West,44334,Corporate,"Friday, January 27, 2023",Second Class,Île-de-France,Furnishings,0.38,132.1794,4,663.6874,66.37,2023-01-21,0,795.8668,795.8668,795.8668,795.8668,663
Furniture,Aurora,United States,Seth Hubbard,USCA,IU-99297,"Monday, May 23, 2022",2022,UN-2022-113668,Low,FUR-TA-645026,Occur whose small brother.,Central,29992,Consumer,"Monday, May 30, 2022",Standard Class,Illinois,Tables,0.17,-181.8248,6,380.4365,38.04,2022-05-23,0,198.6117,198.6117,198.6117,198.6117,380
Furniture,Munich,Germany,Jason Sanders,EU,RG-95237,"Tuesday, May 03, 2022",2022,GE-2022-504781,High,FUR-CH-788187,Second own.,West,38503,Corporate,"Thursday, May 12, 2022",Standard Class,Bavaria,Chairs,0.15,52.0478,9,109.0044,10.9,2022-05-03,0,161.0522,161.0522,161.0522,161.0522,109
Office Supplies,Guadalajara,Mexico,Joshua Tran,LATAM,RN-76075,"Sunday, September 19, 2021",2021,ME-2021-465702,Medium,OFF-ST-813894,Themselves worry.,Central,46298,Home Office,"Monday, September 20, 2021",Second Class,Jalisco,Storage,0.05,75.0306,10,835.6735,83.57,2021-09-19,0,910.7041,910.7041,910.7041,910.7041,835
Office Supplies,Berlin,Germany,Joshua Gray,EU,ET-63662,"Wednesday, September 21, 2022",2022,GE-2022-297516,High,OFF-BI-153575,Five property behavior.,West,31592,Corporate,"Thursday, September 22, 2022",Second Class,Berlin,Binders,0.05,149.6503,7,1084.5199,108.45,2022-09-21,0,1234.1702,1234.1702,1234.1702,1234.1702,1084
Office Supplies,London,United Kingdom,Jill Goodman,EU,BH-84537,"Wednesday, February 09, 2022",2022,UN-2022-360643,Medium,OFF-PA-576103,Enter senior economic friend beautiful.,North,33277,Consumer,"Wednesday, February 16, 2022",Same Day,England,Paper,0.22,-327.5483,1,1309.861,130.99,2022-02-09,0,982.3127000000002,982.3127000000002,982.3127000000002,982.3127000000002,1309
Furniture,Augusta,United States,Amy Jensen,USCA,LM-20535,"Monday, July 28, 2025",2025,UN-2025-845450,Low,FUR-FU-370618,Own among beautiful hot leader.,South,28816,Home Office,"Wednesday, July 30, 2025",Second Class,Georgia,Furnishings,0.2,190.2777,2,409.2345,40.92,2025-07-28,0,599.5122,599.5122,599.5122,599.5122,409
Furniture,Sydney,Australia,Sarah Thomas,APAC,GR-37372,"Saturday, November 23, 2024",2024,AU-2024-322751,Medium,FUR-CH-142961,Local stay blue particularly.,Oceania,19526,Consumer,"Wednesday, November 27, 2024",Same Day,New South Wales,Chairs,0.02,344.5431,9,1441.1745,144.12,2024-11-23,0,1785.7176,1785.7176,1785.7176,1785.7176,1441
Technology,Houston,United States,Misty Kelley,USCA,VQ-89208,"Monday, September 01, 2025",2025,UN-2025-687025,High,TEC-MA-630310,Step think economy.,Central,47190,Home Office,"Thursday, September 04, 2025",Standard Class,Texas,Machines,0.22,-262.8522,7,550.9163,55.09,2025-09-01,0,288.0641,288.0641,288.0641,288.0641,550
Furniture,Sydney,Australia,Matthew Jenkins,APAC,LH-44531,"Friday, October 06, 2023",2023,AU-2023-824745,Low,FUR-BO-457897,Laugh present her.,Oceania,37232,Home Office,"Sunday, October 08, 2023",Standard Class,New South Wales,Bookcases,0.2,60.7543,2,1138.6631,113.87,2023-10-06,0,1199.4174,1199.4174,1199.4174,1199.4174,1138
Office Supplies,Manchester,United Kingdom,Anna Bryan,EU,PU-77028,"Saturday, November 19, 2022",2022,UN-2022-286867,Medium,OFF-ST-473006,Car technology over just.,North,13356,Corporate,"Sunday, November 20, 2022",Same Day,England,Storage,0.24,164.2293,3,922.4981,92.25,2022-11-19,0,1086.7274,1086.7274,1086.7274,1086.7274,922
Office Supplies,Marseille,France,Amy Kirk,EU,KG-34642,"Saturday, April 20, 2024",2024,FR-2024-922244,Critical,OFF-AP-540236,Bad car material.,West,31158,Consumer,"Sunday, April 21, 2024",First Class,Provence-Alpes-Côte d'Azur,Appliances,0.24,55.3595,3,525.6336,52.56,2024-04-20,0,580.9931,580.9931,580.9931,580.9931,525
Furniture,Rio de Janeiro,Brazil,Nancy Smith,LATAM,JO-11885,"Wednesday, January 04, 2023",2023,BR-2023-398104,High,FUR-FU-878390,Mouth pick western least break.,South,17042,Corporate,"Sunday, January 08, 2023",Standard Class,Rio de Janeiro,Furnishings,0.31,-175.4436,5,366.452,36.65,2023-01-04,0,191.0084,191.0084,191.0084,191.0084,366
Furniture,London,United Kingdom,Michael Smith,EU,YV-15725,"Saturday, November 26, 2022",2022,UN-2022-889526,Low,FUR-BO-752430,Six race have imagine.,North,36074,Consumer,"Wednesday, November 30, 2022",First Class,England,Bookcases,0.38,-270.0328,4,841.1026,84.11,2022-11-26,0,571.0698,571.0698,571.0698,571.0698,841
Furniture,Los Angeles,United States,Matthew Clark PhD,USCA,FC-30072,"Saturday, September 23, 2023",2023,UN-2023-774013,Low,FUR-TA-721500,Economic traditional point.,West,32530,Corporate,"Sunday, October 01, 2023",Second Class,California,Tables,0.23,471.6036,5,1387.7251,138.77,2023-09-23,0,1859.3287,1859.3287,1859.3287,1859.3287,1387
Technology,Sydney,Australia,Brian Davis,APAC,KJ-62352,"Thursday, June 26, 2025",2025,AU-2025-340740,Medium,TEC-MA-348156,Apply happen hand draw.,Oceania,48132,Home Office,"Monday, June 30, 2025",First Class,New South Wales,Machines,0.01,628.5242,3,1479.6158,147.96,2025-06-26,0,2108.14,2108.14,2108.14,2108.14,1479
Office Supplies,Spokane,United States,Thomas Webb,USCA,HR-19610,"Friday, April 01, 2022",2022,UN-2022-438415,Critical,OFF-AR-467850,Town response health.,West,45214,Home Office,"Wednesday, April 06, 2022",Standard Class,Washington,Art,0.21,-330.1472,3,671.7632,67.18,2022-04-01,0,341.616,341.616,341.616,341.616,671
Technology,London,United Kingdom,Stephen Haas Jr.,EU,OC-90064,"Friday, August 18, 2023",2023,UN-2023-653274,Medium,TEC-MA-118480,List blue.,North,29961,Corporate,"Tuesday, August 22, 2023",Same Day,England,Machines,0.04,-331.2921,9,979.3868,97.94,2023-08-18,0,648.0947,648.0947,648.0947,648.0947,979
Technology,Paris,France,Terry Coleman,EU,WV-55264,"Monday, November 07, 2022",2022,FR-2022-480443,Low,TEC-AC-708124,Bad whatever animal.,West,16750,Home Office,"Tuesday, November 15, 2022",Second Class,Île-de-France,Accessories,0.03,-16.2554,1,55.9127,5.59,2022-11-07,0,39.6573,39.6573,39.6573,39.6573,55
Furniture,Aurora,United States,Amanda Phillips,USCA,VV-48712,"Friday, January 05, 2024",2024,UN-2024-355038,Critical,FUR-BO-635327,Tough tend those.,Central,14893,Consumer,"Saturday, January 13, 2024",Second Class,Illinois,Bookcases,0.27,2.4034,1,27.9854,2.8,2024-01-05,0,30.3888,30.3888,30.3888,30.3888,27
Furniture,Rio de Janeiro,Brazil,Christina Schultz,LATAM,CS-50292,"Saturday, March 30, 2024",2024,BR-2024-469992,Critical,FUR-BO-866130,Within behind foreign society.,South,11346,Corporate,"Monday, April 08, 2024",First Class,Rio de Janeiro,Bookcases,0.25,-62.8138,4,235.7847,23.58,2024-03-30,0,172.97089999999997,172.97089999999997,172.97089999999997,172.97089999999997,235
Office Supplies,Marseille,France,Beth Peterson,EU,XJ-39747,"Friday, November 11, 2022",2022,FR-2022-310027,High,OFF-AR-535332,Field challenge.,West,21728,Corporate,"Friday, November 18, 2022",Same Day,Provence-Alpes-Côte d'Azur,Art,0.2,-96.7178,8,1044.941,104.49,2022-11-11,0,948.2232,948.2232,948.2232,948.2232,1044
Office Supplies,Manchester,United Kingdom,Paula Rivers,EU,OD-35896,"Thursday, April 27, 2023",2023,UN-2023-795670,High,OFF-ST-391461,Everybody ball several.,North,45715,Corporate,"Friday, May 05, 2023",Second Class,England,Storage,0.25,297.436,9,1045.9638,104.6,2023-04-27,0,1343.3998,1343.3998,1343.3998,1343.3998,1045
Furniture,Tegucigalpa,Honduras,Robert Cook,LATAM,BX-13806,"Tuesday, April 23, 2024",2024,HO-2024-534368,High,FUR-FU-667248,Garden opportunity plant.,Central,30424,Home Office,"Tuesday, April 30, 2024",Second Class,Francisco Morazán,Furnishings,0.11,-4.2665,1,85.0779,8.51,2024-04-23,0,80.8114,80.8114,80.8114,80.8114,85
Office Supplies,Paris,France,Kathy Cruz,EU,IN-37721,"Wednesday, January 24, 2024",2024,FR-2024-630595,High,OFF-AP-456564,Choose bit office find even.,West,19610,Home Office,"Wednesday, January 31, 2024",Standard Class,Île-de-France,Appliances,0.18,344.9074,4,743.3119,74.33,2024-01-24,0,1088.2193,1088.2193,1088.2193,1088.2193,743
Office Supplies,Manchester,United Kingdom,Daniel Clark DVM,EU,IN-53227,"Sunday, January 28, 2024",2024,UN-2024-434314,Medium,OFF-ST-726309,Report read kitchen.,North,15580,Home Office,"Wednesday, February 07, 2024",Second Class,England,Storage,0.06,-181.4077,10,1134.425,113.44,2024-01-28,0,953.0173,953.0173,953.0173,953.0173,1134
Furniture,Yokohama,Japan,Donna Cherry,APAC,MA-20750,"Saturday, March 16, 2024",2024,JA-2024-395881,High,FUR-FU-780156,Direction both artist talk.,North Asia,25971,Consumer,"Sunday, March 24, 2024",Standard Class,Kanagawa,Furnishings,0.15,177.9512,5,1298.1641,129.82,2024-03-16,0,1476.1153,1476.1153,1476.1153,1476.1153,1298
Office Supplies,Shanghai,China,Elizabeth Hall,APAC,UV-40386,"Sunday, November 17, 2024",2024,CH-2024-301972,Medium,OFF-AR-856448,Truth relate indeed effort certain.,North Asia,36364,Consumer,"Monday, November 18, 2024",Same Day,Shanghai,Art,0.37,-42.6929,6,226.2376,22.62,2024-11-17,0,183.54469999999998,183.54469999999998,183.54469999999998,183.54469999999998,226
Office Supplies,Philadelphia,United States,Timothy Davis Jr.,USCA,GL-28873,"Thursday, December 08, 2022",2022,UN-2022-857977,Critical,OFF-BI-319429,Pay describe style structure size.,East,36913,Home Office,"Sunday, December 11, 2022",Same Day,Pennsylvania,Binders,0.24,158.9454,7,369.049,36.9,2022-12-08,0,527.9944,527.9944,527.9944,527.9944,369
Technology,Melbourne,Australia,Joanne Benson,APAC,GR-39800,"Sunday, February 12, 2023",2023,AU-2023-108466,Medium,TEC-PH-727132,Manager now sea wall.,Oceania,42381,Consumer,"Saturday, February 18, 2023",Standard Class,Victoria,Phones,0.06,120.5381,10,1161.9657,116.2,2023-02-12,0,1282.5038,1282.5038,1282.5038,1282.5038,1161
Furniture,Shanghai,China,Christian Gomez,APAC,VO-63648,"Saturday, February 17, 2024",2024,CH-2024-806983,High,FUR-CH-830845,Customer as.,North Asia,15844,Corporate,"Friday, February 23, 2024",Same Day,Shanghai,Chairs,0.18,-101.8076,8,1232.8624,123.29,2024-02-17,0,1131.0548,1131.0548,1131.0548,1131.0548,1232
Office Supplies,Shanghai,China,Samantha Mejia,APAC,CG-11702,"Saturday, November 06, 2021",2021,CH-2021-151349,Medium,OFF-BI-606259,Well very social treat.,North Asia,19594,Corporate,"Sunday, November 07, 2021",Standard Class,Shanghai,Binders,0.16,-239.9691,5,751.0748,75.11,2021-11-06,0,511.10569999999996,511.10569999999996,511.10569999999996,511.10569999999996,751
Furniture,Manchester,United Kingdom,Emily Vincent,EU,OC-13179,"Friday, May 06, 2022",2022,UN-2022-831506,Critical,FUR-TA-198412,Rise spring follow check.,North,20743,Corporate,"Sunday, May 15, 2022",Standard Class,England,Tables,0.08,71.0066,8,143.8118,14.38,2022-05-06,0,214.8184,214.8184,214.8184,214.8184,143
Furniture,Yokohama,Japan,Christy Newman,APAC,CW-50347,"Tuesday, February 13, 2024",2024,JA-2024-418426,High,FUR-CH-307454,Person guess economy arm.,North Asia,33239,Consumer,"Thursday, February 15, 2024",Standard Class,Kanagawa,Chairs,0.31,-226.4705,8,502.9943,50.3,2024-02-13,0,276.52380000000005,276.52380000000005,276.52380000000005,276.52380000000005,502
